"b'SUGAR Cosmetics Matte As Hell Mini Sets \n \xf0\x9f\x94\xb9 Offer price-\xe2\x82\xb91,099.00\n \xf0\x9f\x94\xb9 MRP-\xe2\x82\xb91,799.00\n \xf0\x9f\x94\xb9 You Save: \xe2\x82\xb9700.00 (39%)\n \xe2\x9c\xa8 Re\xe2\x80\xa6 https://t.co/GkZjsPizeF'"
b'@trySUGAR @TheDataAnalyser Done\xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\n\n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest @trySUGAR\nTag\n@menwal68\xe2\x80\xa6 https://t.co/yWQlr9z9w0'
b'@trySUGAR I have tried to place my order on oct-30 and amount is debited. But it is not showing in orders page.I ev\xe2\x80\xa6 https://t.co/bJL7eAim4Y'
b'@trySUGAR Thank you sugar \xe2\x9d\xa3\xef\xb8\x8f'
b'The mantra we live by! \xe2\x9c\xa8\xf0\x9f\x92\xad\n\nReceive SUGAR Born to Wing Gel Eyeliner in the shade of your choice this month! \n\nBookin\xe2\x80\xa6 https://t.co/QQLDYELfyh'
b'@Ashwini_J_J Hey Ashwini! Apologies for the inconvenience caused. It was a pleasure speaking to you over the phone.\xe2\x80\xa6 https://t.co/9V45Rg59Ez'
b'Your ultimate beginners guide to choose right brushes for the right application\xe2\x9c\xa8\n\n#TrySUGAR #SUGARCosmetics\xe2\x80\xa6 https://t.co/aV71HCNeMN'
"b'3/ @mamaearthindia, @ozivanutrition, @i_am_caffeine, @trySUGAR, and a slew of other digital-first personal care bra\xe2\x80\xa6 https://t.co/jiFcdnQRbC'"
b'@kaushikmkj @trySUGAR Are you saying this was not a product placement?'
b'@kaushikmkj @trySUGAR We are lucky \xe2\x98\xba\xef\xb8\x8f'
b'@trySUGAR All Steps done.\n\nJoin:\n@ShitalASawant\n@itsPriynkaM\n@UtkSrvstv\n\n#Diwali @trySUGAR\n#Giveaways\xe2\x80\xa6 https://t.co/ljnjaO8mLj'
b'@TheCapitalQuest @livspace @trySUGAR @redcliffelab #Livpsace if fraud organization of complete unprofessional peopl\xe2\x80\xa6 https://t.co/Wo6alCcVsC'
b'@trySUGAR Thank you sugar for this tips \xe2\x9d\xa3\xef\xb8\x8f I it ver helpful for me \xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f keep it up \xe2\x9d\xa4\xef\xb8\x8f keep growing sugar \xf0\x9f\x92\x96 lotsvof love sugar\xe2\x9d\xa3\xef\xb8\x8f'
b'Easy &amp; effortless makeup application guide! \xf0\x9f\x98\x8d\n\n#TrySUGAR #SUGARCosmetics #LearnWithSUGAR #MakeupTips #MakeupHacks https://t.co/oRijFWX66v'
b'@trySUGAR Done\n\n@trySUGAR \n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest\n\nJoin\nTagging\n@VedikaKumari11 @SunitaDas0 @Udaydas004'
b'@trySUGAR DONE \xe2\x9c\x85\n\nWish to win \xf0\x9f\xa4\x9e\xe2\x9d\xa4\xef\xb8\x8f\n\n@trySUGAR \n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest\n\nJoin:-\xe2\x80\xa6 https://t.co/AwVZ8rbi51'
"b'@trySUGAR All Steps done.\n\nFriends, please participate in this exciting giveaway.\n\n@itsPriynkaM \n@Sheetal155\xe2\x80\xa6 https://t.co/6aBIq7fBvh'"
b'@trySUGAR Done @trySUGAR \n#Giveaways \n#GiveawayAlert #ContestAlert #ContestAlert \n\nJoin \n@Smiley_Bharati @SJ_0016\xe2\x80\xa6 https://t.co/DuLAWmNAvM'
b'@Vivalui1 @elfcosmetics @TooFaced @MACcosmetics @KikoMilanoINT @PACCosmetics @trySUGAR Thank youuu\xf0\x9f\xa5\x80\xf0\x9f\x98\x9a'
b'@driestmua @elfcosmetics @TooFaced @MACcosmetics @KikoMilanoINT @PACCosmetics @trySUGAR Thank youuu\xf0\x9f\xa5\x80\xf0\x9f\x98\x9a'
b'@lilymmua @elfcosmetics @TooFaced @MACcosmetics @KikoMilanoINT @PACCosmetics @trySUGAR Thank youuu\xf0\x9f\xa5\x80\xf0\x9f\x98\x9a'
b'@trySUGAR Omg this amazing. Done the steps.   @trySUGAR #GiveawayAlert #Giveaways #Diwali \n\nJoin @Simple_Silyy\xe2\x80\xa6 https://t.co/KdG2yEbO06'
b'@trySUGAR Done @trySUGAR #GiveawayAlert #Giveaways #Diwali \n\nJoin @Abhijit17638335 @DebalinaChatt17 @RaySayani123\xe2\x80\xa6 https://t.co/TvnyteX86b'
b'@Jyothi_sunshine @trySUGAR @Gayathrimohan_ @BhavikaRajaswan @beingAsif_1 @satyapaljain_86 @deveshri1989 Thanks\xf0\x9f\x99\x8f'
b'@trySUGAR my order was placed on 1st Nov not yet delivered. Your service has dropped pathetically. I wanna know the\xe2\x80\xa6 https://t.co/aiozJ139I8'
b'@trySUGAR Done. \nThanks for making #Diwali brighter by such a beautiful giveaway \xf0\x9f\x98\x8d\n\n#Diwali #HappyDeepavali\xe2\x80\xa6 https://t.co/FuHDeaN5QN'
b'@trySUGAR All Steps done ...\xf0\x9f\x98\x8d\n\nFollowing on all social media platform ...\xe2\x9c\x85\n\n#Diwali \n@trySUGAR\n#Giveaways\xe2\x80\xa6 https://t.co/7PSmNSEMyD'
b'@trySUGAR All Steps done.\n\nJoin:\n@RajeshHegdeBlr\n@pank_10\n@GopiDevi11\n@Dinesh_the_star\n@cool_bindra\n\n#Diwali\xe2\x80\xa6 https://t.co/6vSgSZHoAv'
b'@trySUGAR #Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest @trySUGAR Fingers crossed \xf0\x9f\xa4\x9e\n@Sheetal155  \n@soniyaaajain \n@VaishaliMaisur2'
b'@trySUGAR All Steps done.\n\nJoin:\n@ShitalASawant\n@itsReemaB\n@Soumyyyya\n\n#Diwali @trySUGAR\n#Giveaways #GiveawayAlert\xe2\x80\xa6 https://t.co/4yPHFq2baJ'
b'@trySUGAR My order ID - 1168686 placed on 01st November not yet delivered.... What is taking it so long..... Need a reply asap.'
b'@trySUGAR Done\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\x85\n\n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest @trySUGAR\n\nThankyou for this Amazing Co\xe2\x80\xa6 https://t.co/HGMSxPLx9t'
b'@trySUGAR Hurry Friends follow and win SUGAR goodies worth INR 1K\n\n#Giveaways #GiveawayAlert #ContestAlert #Contest\xe2\x80\xa6 https://t.co/8cr0jPDtuL'
b'@trySUGAR Hurry Friends follow and win SUGAR goodies worth INR 1K\n\n#Giveaways #GiveawayAlert #ContestAlert #Contest\xe2\x80\xa6 https://t.co/1u7b7LkdzQ'
b'@trySUGAR Hurry Friends follow and win SUGAR goodies worth INR 1K\n\n#Giveaways #GiveawayAlert #ContestAlert #Contest\xe2\x80\xa6 https://t.co/Zzw7t3mRel'
